,text,username,emoji,t_luggages,t_flight_delays,t_flight_bookings,t_club,t_customer_service,t_in-flight,t_seatings,f_enquiry,f_compliment,f_complaint,f_info,s_positive,s_negative,s_neutral
2572,"that also doesn't work. I suggested having me arrive at another airport nearby that (less convenient for me) they have multiple available options for & they told me they ""aren't allowed"" Why? Why can't @AmericanAir fix the problem with a simple solution?",MichaelMutz,,,1,,,,,,,,1,,,1,
2573,"@British_Airways i am about to return to silver membership which it used to mean I get to free bags checked in, does this mean I can buy the lowest ticket fare and use my 2 free checked bags?",ScottCjohnson81,,,,,1,,,,1,,,,,,1
2574,How much space does @AmericanAir have between seats? My broad ass shoulders dont wanna be touching someone else lol,AIexDCR,,,,,,,,1,1,,,,,,1
2575,"Very true and very sad. It's a tradeoff. Unfortunately it is not an experience any longer even if airlines want to paint it that way. Tight seats, terrible food... It is so complicated even to get seats close to each other when traveling with family.",beekeeper,,,,,,,1,1,,,1,,,1,
2576,@Zeros_rebirth anthrax,angeldustinc,,,,,,,,,,,,,,,
2577,I will ABSOLUTELY NOT book another flight through @AmericanAir Worst customer service in the industry. Never had a “supervisor “ be so rude on the phone. @brandy,Bdneece,,,,,,1,,,,,1,,,1,
2578,Now I have to wait between midnight and 6am to get my bag delivered.... also extremely inconvenient or not until tomorrow between 9am and 3pm........,adare83,,1,,,,,,,,,1,,,1,
2579,"Already got that one down the road at @BrooklandsMuseu , Dave",MaxK_J,,,,,,,,,,,,,,,
2580,How can I get a copy of this issue if I don’t have any trips planned? Can it be purchased online? Do I have to bribe a friend?,ItsDentonTime,,,,,,,,,1,,,,,,1
2581,"They would HATE this, they would hate you have a big platform aswell. Keep fighting for your rights!",Talahleigh26,,,,,,,,,,,,,,,
2582,. @SouthwestAir if you want my continued business you'll ground the unsafe planes immediately. https://twitter.com/LPonch/status/1105865419859156993 …,churchMDtweets,,,,1,,,,,,,,1,,1,
2583,@AmericanAir the situation with AA1047 slc to ord is absurd and getting worse. Poor communication from airport and gate staff plus many hours late. Supposedly not due to weather disruption in east. Enough is enough. Get this flight going...,melissacopeland,,,1,,,,,,,,1,,,1,
2584,Never to early #safetrip,adamson_shirley,,,,,,,,,,,,,,,
2585,"Soooooooo my first flight was delayed over and hour. Missed my connecting flight, next flight out isn't until 10:25pm its 1:18pm.... Anybody in Dallas wanna hang out? #AmericanAirlines @AmericanAir",MzBinkyLove,😡,,1,,,,,,,,1,,,1,
2586,Hey @delta was hoping to get your help checking on a reservation I just made please,deanopriasa,,,,1,,,,,1,,,,,,1
2587,"@AmericanAir Part 8: Then I tried to pre-board anyway and the AA employee boarding the flight (different from the original gate agents) said meanly, “Next time you need to board with your group.” https://twitter.com/mattrob06/status/1089648006721429504 …",YoItsMay,,,,,,1,,,,,1,,,1,
2588,I have decided to only fly @SouthwestAir until further notice. They don’t even use the “Max 8” jets. #AMJoypic.twitter.com/EfcBckIvEF,KarsinXXX,,,,1,,,,,,1,,,1,,
2589,Should be getting my parents from the airport right now but their flight is delayed. Thanks @SouthwestAir I should be sleeping before more snowmobiling tomorrow!,Samantha_Ann511,,,1,,,,,,,,1,,,1,
2590,Hmmmmm??? Not so sure about that!,bbcaaron,,,,,,,,,,,,,,,
2591,"I'm sitting in the Atlanta Airport and the @Delta flight attendants keep saying ""Welcome to New Orleans"" or ""Welcome to Chicago"" to passengers getting off the plane and I'm totally here for it.",_lacey_corey,,,,,,1,,,,,,1,,,1
2592,"Congratulations! You deserve all the accolades. Your posts are so informative and reassuring. Myself, I am getting ever more fascinated by the tech detail as well as the fab pics. Most important question for now - are you doing HK route late Feb or late March?",GblAria,,,,,,,,,,,,,,,
2593,No one is touching @SouthwestAir when it comes to US domestic flights. Every time I fly with em im happy,JarredMack,,,,1,,,,,,1,,,1,,
2594,@British_Airways complaining for the appalling service against my #pregnant wife in Naples airport. Violent and rude staff (I have names). Zero respect and zero apology. Another nightmare flight with #britishairways . I will avoid travelling with you as much as possible.,moliviero,,,,,,1,,,,,1,,,1,
2595,"The perfect @SouthwestAir ""Wanna get away"" face.. pic.twitter.com/SdmXw9PWV2",04RedVette,,,,,,,,,,,,,,,
2596,"@mspairport Why on 2/20 shut down main exit escalators to baggage level@11p? Literally 1000s of weather-delayed travelers forced down 2 elevator banks & 1 staircase. NO signage! BEDLAM! Airport cops might man normal exits but NO, passengers must pay. @Delta AsleepAtWheel",DavidCournoyer2,,,1,,,,,,,,1,,,1,
2597,"Was going to praise @SouthwestAir for two on-time flights, but then they lost my bag",clairemchardon,🤷🏼‍♀️,1,,,,,,,,1,,,,1,
2598,"Thanks for getting back to me. Is there anyway to see if Flight 2527 will be in one of your specialty planes? I've never flown in one before and would love to! (Hint, hint - MarylandOne would be awesome!)",brachphotos,,,,1,,,,,1,,,,1,,
2599,Just woke up and @Delta landed us at the wrong god damn airport. Won’t let us get off. Going to refuel and then go back to the other airport. What a cluster fuck Always avoid American carriers.,ben_hebert,😭,,,,,,1,,,,1,,,1,
2600,@AmericanAir my pop’s flight from ORD > EWR was cancelled. Got automatically rebooked on flight from ORD > LGA. How is my pops supposed to get from LGA > EWR?,jpmagn0,,,1,,,,,,,,1,,,1,
2601,"Great flight with @british_airways this morning to the Netherlands, preceded by a visit to the Concorde Room! Now... where are the stroopwafels?! #clubeurope #concorde #concorderoom … https://www. instagram.com/p/BtQTZXllLcb/ ?utm_source=ig_twitter_share&igshid=ti8zm41q1df5 …",jack__rivers,,,,,,,1,,,1,,,1,,
2602,https://dms.licdn.com/playback/C5605AQErAJ0QupSSZg/833b7775727f43dd90eecba1b9063dc7/feedshare-mp4_3300-captions-thumbnails/1507940147251-drlcss?e=1548961200&v=beta&t=qMVTobeyUyZN8d4q4Ep9HIzMmtS_QuzMn5HU6QBxXco … SW you need Employees like this!!,mckay323,,,,,,,,,,,,,,,
2603,"@AmericanAir flight #4372 3 more hours in the sauna, sweating off the Auntie Anne’s pretzel @LGAairport",mcdemonte,🤷🏻‍♀️,,1,,,,,,,,1,,,1,
2604,@AirAsiaSupport @AirAsia - Haven’t heard from anyone in your team yet. Can you guys please send me a confirmation asap as the travel date is not even a week from now?,minal_thukral,,,,,,1,,,1,,,,,1,
2605,LUV on @ProjectRunway @SouthwestAir https://twitter.com/SouthwestAir/status/1085564931423064064 …,theokitty916,😍,,,,,,,,,,,,,,
2606,I need to know more about shamanic energy medicine practitioners while I'm flying.,KentGoodrich,,,,,,,,,,,,,,,
2607,@AmericanAir how are you going to rebook my flight 2 days after my departure just so I return back in less than 24 hours?,bitchyasiangurl,,,,1,,,,,1,,,,,1,
2608,Not confused. Layover was too short for your passengers to eat before getting on the plane. I don’t get booking choice on layover length. You book passengers flights where they can’t eat. Fix it,slim_goodbody1,,,,1,,,,,,,1,,,1,
2609,"The other airlines who also remained ""confident"" in their safety did so until the airplane made contact with the ground or ocean at 500 MPH killing all on board. But out of an abundance of c̶a̶u̶t̶i̶o̶n̶ risk, SW won't ground its #737MAX Enjoy your flight.",paulgla,,,,1,,,,,,,1,,,1,
2610,"THREE times and got the standard ""please try us again"" NOT #epicfail #dontflyamericanair",DianeWilbur,,,,,,1,,,,,1,,,1,
2611,"In less than a week, I predict those same 2 flight attendants are off the job and protesting the shutdown.",Matthew972,,,,,,,,,,,,,,,
2612,Thanks for sharing Capt. Best office in the world!,582cap,,,,,,,,,,,,,,,
2613,@SouthwestAir thx to Mandi @your Orlando Int ticket counter who berated my wife for trying to get my luggage courtesy checked (Incident #DALWN02322143) after @WaltDisneyWorld Magical Express failed to get my checked bags to you on my flight last night. Your notes said you’d help,boliles,,1,,,,,,,,,1,,,1,
2614,I’m exhausted. Partner’s flight from New York to DC got canceled twice yesterday from two airports (thanks @AmericanAir). Now our vacation to Montreal has been delayed from DC to Montreal 3+ times (your turn @united). Currently in Newark. Will we ever make it?,Melkersama,,,1,,,,,,,,1,,,1,
2615,thx @SouthwestAir for already canceling my flight to chicago tomorrow,EricZiemann,,,1,,,,,,,,1,,,1,
2616,@SouthwestAir ftw again!!! Excellent customer service at Denver International!!!!,ReeEeemer,,,,,,1,,,,1,,,1,,
2617,Best news ever,T_Mac202,,,,,,,,,,,,,,,
2618,"There're some good fares to Japan from Buenos Aires by @qatarairways starting from USD 1.200. Or even cheaper by @united, @delta & @americanair. #Japan #Tokyo #Sakura #Hanami",adrianik13,,,,1,,,,,,,,1,,,1
2619,This pic of the @British_Airways 747 in @DublinAirport was sent to me earlier!! it’s just sitting there teasing me! Can’t wait to see it for real #ba100 #britishairways #retrojet #speedbird #BASMART #britishairwaysretro #boac #boeing747 #boac747 #dublinairport pic.twitter.com/PTVvQDWMb0,TheSteKay,,,,1,,,,,,,,1,1,,
2620,"At the time I was disappointed with the condition of several of the airplanes, such as the first 747 and the American Airlines 727 pic.twitter.com/kY8iTkREWs",JudahBDavis,,,,1,,,,,,,,1,,1,
2621,You do love it huh,aldrinpaolo,😻,,,,,,,,,,,,,,
2622,@SouthwestAir can y’all get y’all shit together? Y’all wasting my time here.,IliLove1043,,,,,,1,,,,,1,,,1,
2623,"I’d be happy if you added WiFi. :) love, a very frequent BA flier",MelissaKahn7,,,,,,,1,,,,,1,,,1
2624,How is this not considered torture? I don't understand.,jenifra,,,,,,,,,,,,,,,
2625,@AmericanAir are you buying my lunch? Compensating me for a lost day of productivity?,dsbowman,,,,,,1,,,1,,,,,1,
2626,Awake @Uber @flystl @SouthwestAir @hiltonwestpalm @atd #ATDTK!pic.twitter.com/vZX0oPgpjK,orothlain,➡️ ➡️ ➡️ ➡️ ➡️,,,,,,,,,,,,,,
2627,this commercial from @British_Airways #Travel #equalitydiversityandinclusion #LuxuryTravel #BA100 pic.twitter.com/a8Flqf3C4w,TravelEsquire,,,,,,,1,,,1,,,1,,
2628,"I haven’t called in years. But they were literally so horrible at every opportunity, I have to. They better hold my bag shows up before their customer service opens on Monday.",JamieMBlanchard,🙃,1,,,,,,,,,1,,,1,
2629,@Delta WOW 2 1/2 hours late from one seat.. feel like we should be getting some credit.,tgollner,,,1,,,,,,,,1,,,1,
2630,"Treatment of you was not acceptable but just curious, what was your beef with the pilot?",bjcohenmd,,,,,,,,,1,,,,,1,
2631,And @AmericanAir reaped after finding an insurance policy on that aircraft. So they actually made money on killing their passengers.,jl5454,💰,,,1,,,,,,,,1,,1,
2632,@SouthwestAir can we chat about how there isn’t an option for non binary on your website when booking a flight. Some states accept non binary on licenses why only have male and female options when booking? Am I missing something?,cutetinyfittie,,,,1,,,,,1,,,,,1,
2633,Hey @SouthwestAir. Sent you a DM. I’ve been placed on the standby list for my connecting flight today. I’m not sure why. I’ve got a short layover. Can you assist prior to me landing to minimize any impacts? Thanks!,PaulRuccio,,,,1,,,,,1,,,,,,1
2634,My apologies to @SouthwestAir as well because I’ve been on their airline and the experience has been great!,Rossco006,,,,,,,,,,1,,,1,,
2635,Gretchen and Regina at it again New #MissAmerica contract for local/state Why would anyone want to participate? Would either of them sign a contract with that clause? #GretchenCarlson #ReginaHopper #METoo #BullShitpic.twitter.com/04YEobL8GI,Jay_Gleason,,,,,,,,,,,,,,,
2636,No offence but I think you would have to pay me £100 to visit Donald trumps USA at the moment.,MaggiePyme,,,,,,,,,,,,,,,
2637,Hey @AmericanAir Had a great flight ( #AA5027) from CVG to CLT this morning. Tavon (spelling?) in the main cabin was fantastic. He made the flight a great experience.,pgiessel,,,,,,1,,,,1,,,1,,
2638,But no flights from LA? Wtf @SouthwestAir https://twitter.com/KTLA/status/1100904308344684544 …,cosmic_cunt69,,,,1,,,,,,,1,,,1,
2639,Your team moved her off her original flight. I had to call to get her back on it. She'll still miss her connection and now I have to rearrange a cocktail party of 60+ year old women. Not a good way to start off a birthday trip but I'm hoping it gets better.,LawalTravel,,,1,,,,,,,,1,,,1,
2640,@SouthwestAir I think all of Dallas and the rest of the swa family needs a 737 finger tip flyover with a missing man pull out,671yjc,,,,1,,,,,,,1,,,1,
2641,@British_Airways why is my return flight from NYC in June showing as red in Manage my Booking?!,historyboy71,,,,1,,,,,1,,,,,1,
2642,@SouthwestAir unfortunate that their planes are in bad shape. Good that they aren’t risking lives. But my wife and daughter now have to spend the night in an airport. SW is doing nothing. No offer for reimbursement and not putting up in hotel. It’s not weather so not their fault,dwpatriot99,,,1,,,,,,,,1,,,1,
2643,"@Delta hello Delta how are you today? I need your help and assistance please ,thank you",maryterrywasik,,,,,,,,,1,,,,,1,
2644,@SouthwestAir Any update on flight #1934 from PHX to BOI?,RachelElliott,,,,1,,,,,1,,,,,1,
2645,"No unfortunately that is when I get the error, when I hit continue.",SumikaSingh,,,,1,,,,,1,,,,,,1
2646,@SouthwestAir why’d you cancel my flight? :/ at the very last minute,iflyninja,,,1,,,,,,1,,,,,1,
2647,Can you tell me e-mail address?,maker21vnaverc1,,,,,,,,,,,,,,,
2648,A day late due to unforeseen circumstances (thank you to @AmericanAir for facilitating the change of plan) but just about to leave California en route to the #Rolex24 at @DISupdates #Excited @IMSARadio,JeremyShawRacer,👍,,,,,,,,,1,,,1,,
2649,Aaaand I got notification that my @SouthwestAir flight is cancelled tomorrow. I need to get to @flockpresents in Disney World!,LolaLambchops,,,1,,,,,,,,1,,,1,
2650,"Ok so far I am not loving the @delta process for wheelchair passengers, where’s my Xanax?",wolves_mom,,,,,,1,,,,,1,,,1,
2651,Flight has between delayed twice.,OhMeOh_Myi,,,1,,,,,,,,1,,,1,
2652,"Why do you think I hate JPN? I don't hate JPN, but the rising sun flag is a shame of all the Japanese. Otherwise, I don't care.",yhleejoshua,,,,,,,,,,,,,,,
2653,"I’m speaking of 906, not 907. 906 left BWI and was supposed to land in Jamaica. Has it?",Skier3737,,,,,,,,,,,,,,,
2654,guess I can book my flights now that @SouthwestAir grounded the 737 Max,kdc,,,,1,,,,,,1,,,1,,
2655,Hey @SouthwestAir how is it that every other airport in the free world can pick one bag claim belt and stick w/it but at @BWI_Airport you always change the belt???,drkrime,,,,,,1,,,,,1,,,1,
2656,"Oh good!!! Well, all I can say after this experience is that I’ll definitely be paying more for better airlines next time Fingers crosses that my bag gets delivered tomorrow before I have to go back to work on Monday lol",eilla989,🤷🏼‍♀️,1,,,,,,,,,1,,,1,
2657,Sadly no. Still stuck at T2 waiting for shuttle to terminal 5. Going to hunt for my bag and then examine options,seanyoreilly,,1,,,,,,,,,1,,,1,
2658,@British_Airways I and my family have flown with British airways however we shall not be supporting an airline who supports countries like Pakistan with a track record of supporting terrorists.,umangmeh,,,,1,,,,,,,,1,,1,
2659,Glad your down safely,profjrrr,😉,,,,,,,,,,,,,,
2660,a pathetic campaign. i have long stopped dealing with both.,AbajoSigloXXI,,,,,,,,,,,,,,,
2661,Cool.,angraor,,,,,,,,,,,,,,,
2662,"You're a better person than me. When they lost my bag, I lost my shit. I need to be more like you.",clare_bare_82,,,,,,,,,,,,,,,
2663,Great start to a Monday - 25 minutes to get through security at @EDI_Airport then still standing at the gate at 06:35 waiting for 06:35 @British_Airways flight to City.,Ggoggsie,,1,,,,,,,,,1,,,1,
2664,For some reason the first image that comes to mind when I see the nose section is a hamster with its cheeks full.,memeranglaut,,,,,,,,,,,,,,,
2665,I hope your luck is better in Vegas in 2 weeks !,daverudy1,,,,,,,,,,,,,,,
2666,Do not fly @SouthwestAir it is never worth it,bad_girl_ope,,,,1,,,,,,,1,,,1,
2667,So. Many. Delay. Messages. Just pick the latest time and get on with it,amberelisejones,,,1,,,,,,,,1,,,1,
2668,"Guys your service at MIA int airport customer service at D14 gate is really bad!! They are so rude and think they are doing us a favor when we pay a lot per year. I get they can’t do anything with the weather but, come on! Learn from United or Delta!! #americanairlinessucks",NTPDV1,,,,,,1,,,,,1,,,1,
2669,Like making you check your carry on when there is obvious over head space? Then having your sassy little man tell my wife if she has a problem she can get off the plane? @SouthwestAir will receive my money from now on.,mizzle_rizzle,,1,,,,,,,,,1,,,1,
2670,.I do @SouthwestAir and would love it even more if you guys could put all my unused travel funds in my “wallet” on your app Please let corporate know,gastromom,❤️,,,,1,,,,1,,,,,,1
2671,The view today from my window seat on @SouthwestAir #luvpic.twitter.com/QADIKRUCMV,GinPNP,,,,,,,,,,,,,,,
2672,They’re doing it all wrong!,JSchlec81,,,,,,,,,,,,,,,
2673,@SouthwestAir thanks for a great flight from MDW to LGA. loyal traveler here!,DianaCecilia66,,,,,,,1,,,1,,,1,,
2674,Airlines cannot appreciate providing silence because they've realized we're stuck in a tube so they solicit to us. I'm thankful for my Bose headset to tune most of that out.,checkoways,,,,,,,1,,,1,,,,1,
2675,This morning!,Hassel_Chris,,,,,,,,,,,,,,,
2676,@SouthwestAir please take me back. I stupidly bought slightly cheaper flights with @FlyFrontier and @AmericanAir and now I need to change my flight and the flight change cost is more than the actual flight,laurasposato,😩,,,1,,,,,,1,,,1,,
2677,@AmericanAir is it normal Standard operating procedure to abandon your only main ticket counter between 5:55 pm to 6:20pm every day? Or just today. Is this normal? @SouthwestAir I wish y’all still served Jackson MS,Rizztheshizz,,,,,,1,,,1,,,,,,1
2678,3 x 380s parked up on stand as we arrived from Milan in....beautiful weather! pic.twitter.com/chRQOlBVHz,_AccordingToDan,,,,,,,,,,,,,,,
2679,@AmericanAir I'd rather fly @FlyFrontier and be shoved in an overflowing lavatory than ever fly an AA flight again,TehHuff,,,,1,,,,,,,1,,,1,
2680,So you’re the one? Have you considered selling your story to 60 Minutes or Ellen? A satisfied American customer is newsworthy.,FixYourLife,,,,,,,,,,,,,,,
2681,GOOP is also headed by Gwenyth Paltrow. She's sort ofbtye uncrowned Queen of Woo-Woo Crackpot Bullshit. I'm amazed Jeff hasn't covered her more.,FightingHobbit,,,,,,,,,,,,,,,
2682,@FlyICT wilf the fog delay any incoming flights tonight? We are heading back from #NYC to #STL and then #ICT @SouthwestAir,cub527,,,1,,,,,,1,,,,,,1
2683,And now @JetBlue with an hr flight diversion. Total delay. Over 3 hrs. @Delta shits on you guys,NY_Tragedy,,,1,,,,,,,,1,,,1,
2684,@delta still sitting in PHX. Wings have made little progress because you left the plane in the shade. Duh!!!! So ridiculously preventable. Showing chipping away at my connection time.,Jebspinder,😡,,1,,,,,,,,1,,,1,
2685,"Thanks. I will. I was confused for a minute, Trixie . Thought you were telling Delta to expose me! Lol! I was like, for what? Flying? Lol!",YNB,,,,,,,,,,,,,,,
2686,Lauren sounds great!,svwhit,😂,,,,,,,,,,,,,,
2687,Oh sounds so good!,raymondbpics,,,,,,,,,,,,,,,
2688,One word: @southwest,McCarthysan,,,,,,,,,,1,,,1,,
2689,"I guess American Air should change its name to Air America. I need 50 surface to air missiles and 1200 missiles. When can you deliver, Air America? Do I pay in cash or drugs ?",BrianWi36324617,,,,,,,,,,,,,,,
2690,"Weather or things beyond your control are causing alerts two weeks from now?? BS, be honest Gare Bare. Stand by folks as SWA in never the cheapest. Do your homework to save lots of $. @Deltapic.twitter.com/Gilpniwj2o",ErikKuhn5,❗️,,,,,,,,,,,,,,
2691,"Thanks for the link, but I am aware of this. It is the staff at the airport who isn't.",Aniri55408531,,,,,,,,,,,,,,,
2692,"The old school ""do you like me? Yes or no"" note",dudeb1983,,,,,,,,,,,,,,,
2693,Ok. Waiting for plane to leave MSP. But door is not closed. Ultra cold air blowing thru plane because they have front and back doors open. It's - 21degF yo! This is unreal. #Delta2108. @Delta kudos to crew for trying to manage.,frejasdad,,,,,,,1,,,1,,,1,,
2694,Flight 1452 LAX to SJC what is the status?,star9girl9,,,,1,,,,,1,,,,,,1
2695,Not cool @SouthwestAir !! I was on hold for 2 hours waiting to see about rescheduling my cancelled flight. AND YOU HUNG UP ON ME!,TheRelevantWife,,,,,,1,,,,,1,,,1,
2696,Thanks Singapore for the delicious #laksa and #chickenSatay @appintheair #SINtoNRT #boeing #b767 #myHomeInTheSky @delta #skyMilesLife #diamondMedallion… https://www.instagram.com/p/BtE5HpYBTzDbxgKy8ibCJTldA7xiWzEQ7pqy380/?utm_source=ig_twitter_share&igshid=hwcqudmy0hkv …,Matt_Tom,,,,,,,1,,,1,,,1,,
2697,"Thanks for responding. I know the difference, I wouldn't have bought the ticket on a MAX. But I will spend the next two months making sure you haven't changed the planned plane for her return home. Would be better to learn that you have grounded the MAX.",robinwolaner,,,,,,,,,,,,,,,
2698,"Normally don’t care, but was pretty excited when @AmericanAir started carrying some microbrews... so while it didn’t make me choose that airline, I at least stated complimenting them more to others.",MaggieMooInDC,,,,,,,1,,,1,,,1,,
2699,Why is that? Is it an old naval tradition or something like that?,Dean__Wood,,,,,,,,,,,,,,,
2700,Sure sorry for the late response,shadekoya,,,,,,,,,,,,,,,
2701,I usually fly @AmericanAir but I’m putting off flying until the #Boeing737Max8 is grounded in the U.S. Let the problems be investigated and corrected. Lives are at risk #FAA. You’re not acting in the interests of public safety.https://twitter.com/davidcayj/status/1105643125039611904 …,Seamuskitty,,,,1,,,,,,,,1,,1,
2702,@SouthwestAir @Delta @AmericanAir if anyone wants to gift me and my future husband a flight to Cali or Vegas that would be awesome. Or atleast a discount,GetIt_NURSE,😭,,,1,,,,,1,,,,,,1
2703,How long after takeoff is dinner served?,IAlisma,,,,,,,1,,1,,,,,,1
2704,@British_Airways 2hr 30min spent on hold to you today to book 1 flight. What are the advantages of being a silver executive club member?,richardjamesec,,,,,1,,,,,,1,,,1,
2705,Can we get @netflix on @delta flights? Thanks,eLLaRie,,,,,,,1,,1,,,,,,1
2706,Nervous I'm not going to make my @Delta flight. Yay TSA lines at MSP,ENeuman4,,,,,,,,,,,,,,,
2707,@Delta I lost my toiletries bag when arrived to ORD and I can’t get any help from the airport and cannot find a number to speak with you. I’m in town for a week. PLEASE reach out to me. It’s important to me and has everything I need for the week. The gate agent at ATL wouldn’t,TristanStandley,,,,,,1,,,1,,,,,1,
2708,Schucks @SouthwestAir! You took away my A-list status?? I fly y'all all the time! #NotHappy,TJMcCracken,,,,,1,,,,,,1,,,1,
2709,"Also fwiw I flew back United and they had scheduling issues and got delayed 30 min coming back, too.",TGRunFit,🤷🏼‍♀️,,1,,,,,,,,1,,,1,
2710,"Tanya, I love you bc in a crisis you suss out the root of the problem and excise it like a surgeon, regardless of scale or scope.",angelagunder,,,,,,,,,,,,,,,
2711,"Also, I have skin in this game as I am attending their wedding and would like for them to be in a good mood/low stress.",laurelo14,,,,,,,,,,,,,,,
2712,And you're A-List Preferred! At this point I think y'all need a chartered plane to yourselves.,laurelo14,,,,,,,,,,,,,,,
2713,"But I had to fly between two non-hub cities and chose a one hour flight on a different airline rather than a connecting flight where both legs would exceed 2 hours. Sorry, @AmericanAir - I feel really guilty about it. 3/x",jtraub2,,,,,,,,,,,,,,,
2714,#Delta #Travel @Delta @DeltaNewsHub This is not acceptable! The captain should be suspended and investigated. #airlineshttps://twitter.com/KhaledBeydoun/status/1094733106265968640 …,BillieO2,,,,,,1,,,,,1,,,1,
2715,What loyalty at @Delta looks like after 10 years of flying with them for work: pic.twitter.com/SCHAQ4Igmf,rksnyc,,,,,1,,,,,,,1,,,1
2716,So am I!!! @Delta really does care about its most loyal customers. https://twitter.com/DennisReel/status/1106635239353401344 …,_TomRhodes,,,,,1,,,,,1,,,1,,
2717,@Delta is there an earlier flight back to London that I can get put on as my flights been cancelled and I’m in Minneapolis for the night,Ne_illJeffs,,,,1,,,,,1,,,,,,1
2718,"Based on the response alone, Southwest needs to win an award for customer service. You guys/gals are the best.",jasonryanradio,,,,,,1,,,,1,,,1,,
2719,"Now it is time for @AmericanAir and FAA to act, ground down Boeing 737 MAX 8. https://twitter.com/spectatorindex/status/1105495723905187841?s=21 …",MPpresident2015,,,,1,,,,,,,,1,,,1
2720,"@SouthwestAir A list member here. Why are you still flying the Max 8? Hate to do it, but I am going to have look at other options until you address (and by address, I mean stop flying these death machines). https://www.cnn.com/2019/03/13/us/pilot-complaints-boeing-737-max/index.html …",MattInNash,,,,1,,,,,,,1,,,1,
2721,"Oh @AmericanAir, not going to lie. Today was a pretty disappointing day. We ended up making it to Aspen after many many hours of travel, but our suitcase didn’t.... I have a snowboard and boots, but no clothing and no guidance on when we’ll actually see our bag...",buffyro,,1,,,,,,,,,1,,,1,
2722,Dude are you serious? Sick clash of clans pic,owebouch10,,,,,,,,,,,,,,,
2723,"Yay, love the new planes with tablets for entertainment @AmericanAir pic.twitter.com/nP0A22E5Lj – at San Diego International Airport (SAN)",Lady_Kat_Golf,💯 ✈️,,,,,,1,,,1,,,1,,
2724,My thoughts exactly.,ThuyLanWKBW,,,,,,,,,,,,,,,
2725,"When I was flying back home from San Antonio, Texas - I had a window seat & was able to get super moody over these beautiful views and the INCREDIBLE NIGHT SKY. thanks @southwestair for this magical moment . . . #travel #southwestairlinespic.twitter.com/wvH8VAuQEH",saracmartin,,,,,,,1,,,1,,,1,,
2726,Wheels up!pic.twitter.com/dOeIPXiAY9,ronawsumb,,,,,,,1,,,,,1,1,,
2727,"I've responded to you as well, but no reply from your side",wittykaran,,,,,,,,,,,,,,,
2728,"Nigor,Dikap,Gumen ,what’s that Dave",mrgrumpy1956,,,,,,,,,,,,,,,
2729,@SouthwestAir when are Hawaii tickets going on sale?? My wife and I are going this summer for our 1-year wedding anniversary,TenneyUF,🤗 🏝,,,1,,,,,1,,,,,,1
2730,Did I mention two of them are service members as well ?,OttDpo,,,,,,,,,,,,,,,
2731,@AmericanAir you failed again today with poor planning in addition to the weather #badtravelday,kolenik,,,,,,,,,,,1,,,1,
2732,My other half had scrambled egg and bacon and roast potatoes- all of which should or could be gf. Most sauces for suppers could easily be gf if you use cornflour,Frances39329305,,,,,,,,,,,,,,,
2733,"Alright @Delta and @wunderground, let's make this trip to #HIMSS19 happen. #pinksocks and #bowtie on the plane and soon ready to rock the #ptxp focus of the meeting. pic.twitter.com/Ov4bZZw896",NathanGrunewald,👊 🌈 😀 🚀,,,,,,,,,,,,,,
2734,I've managed to fly on both of them!,KevinMLombardo,,,,,,,,,,,,,,,
2735,A passenger says things got really scary for a while aboard a @Delta Airlines jet that got hit by heavy turbulence while heading from Orange County's John Wayne Airport to Seattle. https://bit.ly/2SJjUD1 pic.twitter.com/RPwLEfP0aU,KNX1070,,,,,,,1,,,,,1,,1,
2736,@SouthwestAir Need a helping hand. cancelled flights. infants block online rebook. 120 min wait- my mobile battery cant last that long! and even callback option is gone. broken hand and 2 kids makes 2h holds very difficult. any chance someone can help rebook?,Brian69566820,,,,1,,,,,1,,,,,,1
2737,I luv flying @SouthwestAir #Travel #Clouds #Airlinespic.twitter.com/CZmXc4StMH,cindy8000,,,,,,,1,,,1,,,1,,
2738,"Yes, but with the chart you showed I've changed my mind. Money's a better deal.",helenhandbasket,,,,,,,,,,,,,,,
2739,I understand how it works. The inconsistency of self serve at other airports not being this way affects travel time immensely.,matt_alleman13,,,,,,,,,,,,,,,
2740,"@americanair You guys left me stuck in Beijing for 38 hours and the best you can come up with is 30,000 useless miles? Everyone knows it takes a zillion miles to go anywhere...",Nice2knowyou2,,,1,,,,,,,,1,,,1,
2741,"Right, so I should probably point out that in the old days (aka 80s) I met a guy on a plane and we ended up in a 6 month relationship...and it all started with a smile and a...number...on an airplane napkin",IreallyamJuliet,,,,,,,,,,,,1,1,,
2742,You love to fly & it shows.pic.twitter.com/IeG6pmz7xf,tvdvdguy,,,,,,,,,,,,,,,
2743,I am having the same issue with no response from southwest.,bnicoledube8,,,,,,1,,,,,1,,,1,
2744,"As a pro level napper, I will mentor you.",maggiehendricks,,,,,,,,,,,,,,,
2745,hey @OMAairport could you get a pic of the @AmericanAir 737 when its departing eppley .,Air_radar_of_NE,,,,1,,,,,1,,,,,,1
2746,Answer: @SouthwestAir mechanics’ union work slowdown. https://twitter.com/Cardz_D8/status/1098668750155395072 …,JeffWedge,,,,,,,,,,,,1,,,1
2747,How the heck this plane don't have no charging ports??? 2019... @SouthwestAir,tnt868,,,,,,,1,,,,1,,,1,
